From,To,Term,Result,Score
Chemical Name,InChIKey,"Tetradecanoyl-CoA (n-C14:0CoA)",DUAFKXOFBZQTQE-QSGBVPJFSA-J,1
Chemical Name,InChIKey,"L-Threonine",AYFVYJQAPQTCCC-GBXIJSLDSA-N,1
Chemical Name,InChIKey,"CMP C9H12N3O8P",IERHLVCPSMICTF-XVFCMESISA-N,1
Chemical Name,InChIKey,"Sirohydrochlorin",AVBHZKNQGDKVEA-ZTKUHGNGSA-N,0
Chemical Name,InChIKey,"Nitrite",IOVCWXUNBOPUCH-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"N-Acetyl-D-glucosamine 6-phosphate",BRGMHAYQAZFZDJ-RTRLPJTCSA-N,1
Chemical Name,InChIKey,"Putrescine",KIDHWZJUCRJVML-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"N-Acetyl-D-mannosamine 6-phosphate",BRGMHAYQAZFZDJ-ZTVVOAFPSA-N,1
Chemical Name,InChIKey,"D-carnitinyl-CoA",BBRISSLDTUHWKG-ZORKKWTOSA-K,1
Chemical Name,InChIKey,"S-Adenosyl-L-methionine",MEFKEPWMEQBLKI-AIRLBKTGSA-N,1
Chemical Name,InChIKey,"DTDPglucose",YSYKRGRSMLTJNL-KFQCIAAJSA-N,1
Chemical Name,InChIKey,"L-Rhamnose",SHZGCJCMOBCMKK-JFNONXLTSA-N,1
Chemical Name,InChIKey,"(S)-Propane-1,2-diol",DNIAPMSPPWPWGF-VKHMYHEASA-N,1
Chemical Name,InChIKey,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",QJYRAJSESKVEAE-PSASIEDQSA-N,1
Chemical Name,InChIKey,"2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",PJWIPEXIFFQAQZ-PUFIMZNGSA-N,1
Chemical Name,InChIKey,"GDP C10H12N5O11P2",RQFCJASXJCIDSX-UUOKFMHZSA-N,1
Chemical Name,InChIKey,"Porphobilinogen",QSHWIQZFGQKFMA-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"N-Succinyl-LL-2,6-diaminoheptanedioate",GLXUWZBUPATPBR-BQBZGAKWSA-N,1
Chemical Name,InChIKey,"Octadecenoyl-CoA (n-C18:1CoA)",XDUHQPOXLUAVEE-ZXQNDDKTSA-N,1
Chemical Name,InChIKey,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",DAUAQNGYDSHRET-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"Guanosine 3'-diphosphate 5'-triphosphate",KCPMACXZAITQAX-UUOKFMHZSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",ONJBJMDJKLHMEK-MPQUPPDSSA-K,1
Chemical Name,InChIKey,"Pimeloyl-CoA",LYCRXMTYUZDUGA-UYRKPTJQSA-N,1
Chemical Name,InChIKey,"Cis-Aconitate",GTZCVFVGUGFEME-IWQZZHSRSA-N,1
Chemical Name,InChIKey,"N-Acetyl-D-glucosamine",OVRNDRQMDRJTHS-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Succinate semialdehyde-thiamin diphosphate anion",KDYFGRWQOYBRFD-UHFFFAOYSA-L,1
Chemical Name,InChIKey,"Chloride",VEXZGXHMUGYJMC-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"2-Dehydro-3-deoxy-D-gluconate 6-phosphate",OVPRPPOVAXRCED-WVZVXSGGSA-N,1
Chemical Name,InChIKey,"DTDP-4-dehydro-6-deoxy-L-mannose",PSXWNITXWWECNY-WPTIAVDBSA-N,0
Chemical Name,InChIKey,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",HLRUKOJSWOKCPP-SYQHCUMBSA-N,1
Chemical Name,InChIKey,"Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A",WLEFLXRCTUWFSD-CCRRCLIHSA-C,1
Chemical Name,InChIKey,"D-Glucuronate",AEMOLEFTQBMNLQ-AQKNRBDQSA-N,1
Chemical Name,InChIKey,"Malonyl CoA C24H33N7O19P3S",LTYOQGRJFJAKNA-DVVLENMVSA-N,1
Chemical Name,InChIKey,"Oxalureate",UWBHMRBRLOJJAA-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"(2,3-Dihydroxybenzoyl)adenylate",ULPVJDOMCRTJSN-RVXWVPLUSA-N,1
Chemical Name,InChIKey,"Copper",RYGMFSIKBFXOCR-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2,3-dihydroxicinnamic acid",GTZCVFVGUGFEME-HNQUOIGGSA-N,1
Chemical Name,InChIKey,"Deoxyuridine",MXHRCPNRJAMMIM-SHYZEUOFSA-N,1
Chemical Name,InChIKey,"H2O H2O",XLYOFNOQVPJJNP-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",HEHQDWUWJVPREQ-XQJZMFRCSA-N,1
Chemical Name,InChIKey,"2-Deoxy-D-ribose 1-phosphate",KBDKAJNTYKVSEK-PYHARJCCSA-N,1
Chemical Name,InChIKey,"Octanoyl-CoA (n-C8:0CoA)",KQMZYOXOBSXMII-CECATXLMSA-J,1
Chemical Name,InChIKey,"Sn-Glycero-3-phosphocholine",SUHOQUVVVLNYQR-MRVPVSSYSA-N,1
Chemical Name,InChIKey,"Ethanolamine",HZAXFHJVJLSVMW-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2-Octaprenyl-6-methoxyphenol",MARGKPIMNMASKJ-CMAXTTDKSA-N,1
Chemical Name,InChIKey,"10-Formyltetrahydrofolate",AUFGTPPARQZWDO-YUZLPWPTSA-N,1
Chemical Name,InChIKey,"NMN C11H14N2O8P",DAYLJWODMCOQEW-TURQNECASA-N,1
Chemical Name,InChIKey,"Uroporphyrinogen III",HUHWZXWWOFSFKF-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Acetyl-ACP",GFFGJBXGBJISGV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",NDCSJPPJAVCLMI-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"2,3-dihydroxybenzoylserine",VDTYHTVHFIIEIL-LURJTMIESA-N,1
Chemical Name,InChIKey,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",ZLGYVWRJIZPQMM-HHHXNRCGSA-N,1
Chemical Name,InChIKey,"2-tetradec-7-enoyl-sn-glycerol 3-phosphate",LYCAIKOWRPUZTN-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Aerobactin",KDHHWXGBNUCREU-HOTGVXAUSA-N,1
Chemical Name,InChIKey,"2-Octaprenyl-6-hydroxyphenol",YNPGYMZVNLIZLD-BQFKTQOQSA-N,1
Chemical Name,InChIKey,"4-Methyl-2-oxopentanoate",BKAJNAXTPSGJCU-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"D-Arabinose 5-phosphate",PPQRONHOSHZGFQ-WDCZJNDASA-N,1
Chemical Name,InChIKey,"Protein disulfide isomerase II (oxidized)",LWVRJZXYUQBNHW-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"N-acetylmuramate 6-phosphate",NMEMTQKUEVNSPV-MKFCKLDKSA-N,1
Chemical Name,InChIKey,"5,10-Methenyltetrahydrofolate",MEANFMOQMXYMCT-ABLWVSNPSA-O,1
Chemical Name,InChIKey,"2-Dehydro-3-deoxy-D-galactonate 6-phosphate",OVPRPPOVAXRCED-NQXXGFSBSA-N,1
Chemical Name,InChIKey,"N-Acetyl-L-glutamate",RFMMMVDNIPUKGG-YFKPBYRVSA-N,1
Chemical Name,InChIKey,"UDP-N-acetyl-D-galactosamine",LFTYTUAZOPRMMI-FTFHWYEPSA-N,1
Chemical Name,InChIKey,"Adenosyl cobinamide phosphate",ZOGULMGRVTXRNW-VUCSARQQSA-M,0
Chemical Name,InChIKey,"1-Pyrroline-5-carboxylate",DWAKNKKXGALPNW-BYPYZUCNSA-N,1
Chemical Name,InChIKey,"1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)",COLNVLDHVKWLRT-QMMMGPOBSA-N,1
Chemical Name,InChIKey,"(S)-3-Hydroxydodecanoyl-CoA",IJFLXRCJWPKGKJ-LXIXEQKWSA-N,1
Chemical Name,InChIKey,"P1,P4-Bis(5'-adenosyl) tetraphosphate",YOAHKNVSNCMZGQ-XPWFQUROSA-N,1
Chemical Name,InChIKey,"Decanoyl-ACP (n-C10:0ACP)",GFFGJBXGBJISGV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Menaquinol 8",CZHYZLLLSCZMRL-NTCAYCPXSA-N,1
Chemical Name,InChIKey,"L-Xylulose 5-phosphate",FNZLKVNUWIIPSJ-WHFBIAKZSA-N,1
Chemical Name,InChIKey,"3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]",MEAZTWJVOWHKJM-CIAPRIGGSA-N,1
Chemical Name,InChIKey,"ADP-L-glycero-D-manno-heptose",KMSFWBYFWSKGGR-XRLZOAFQSA-N,0
Chemical Name,InChIKey,"Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose",GWBAKYBSWHQNMQ-IAZOVDBXSA-M,1
Chemical Name,InChIKey,"CDP-1,2-dihexadecanoylglycerol",IERHLVCPSMICTF-XVFCMESISA-N,1
Chemical Name,InChIKey,"3-Carboxy-3-hydroxy-4-methylpentanoate",BITYXLXUCSKTJS-ZETCQYMHSA-N,1
Chemical Name,InChIKey,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",NEZDNQCXEZDCBI-WJOKGBTCSA-N,1
Chemical Name,InChIKey,"Shikimate",JXOHGGNKMLTUBP-HSUXUTPPSA-N,1
Chemical Name,InChIKey,"2-keto-4-methylthiobutyrate",SXFSQZDSUWACKX-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"D-Fructose",LKDRXBCSQODPBY-VRPWFDPXSA-N,0
Chemical Name,InChIKey,"Phenylpropanoate",XMIIGOLPHOKFCH-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"L-Carnitinyl-CoA",BBRISSLDTUHWKG-PVMHLSDZSA-K,1
Chemical Name,InChIKey,"7,8-Dihydrofolate",OZRNSSUDZOLUSN-LBPRGKRZSA-N,1
Chemical Name,InChIKey,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",YFAUKWZNPVBCFF-XHIBXCGHSA-N,1
Chemical Name,InChIKey,"L-Glutamate",WHUUTDBJXJRKMK-VKHMYHEASA-N,1
Chemical Name,InChIKey,"3-Dehydro-L-gulonate",WTAHRPBPWHCMHW-LWKDLAHASA-N,1
Chemical Name,InChIKey,"N2-Succinyl-L-arginine",UMOXFSXIFQOWTD-LURJTMIESA-N,1
Chemical Name,InChIKey,"Cobinamide",FEESAGIUMZGLMF-JFYQDRLCSA-M,1
Chemical Name,InChIKey,"Maltohexaose",OCIBBXPLUVYKCH-LIGGPISVSA-N,1
Chemical Name,InChIKey,"L-Rhamnulose",QZNPNKJXABGCRC-FUTKDDECSA-N,1
Chemical Name,InChIKey,"3-Carboxy-2-hydroxy-4-methylpentanoate",RNQHMTFBUSSBJQ-CRCLSJGQSA-N,1
Chemical Name,InChIKey,"Meso-2,6-Diaminoheptanedioate",GMKMEZVLHJARHF-SYDPRGILSA-N,1
Chemical Name,InChIKey,"3-(2,3-Dihydroxyphenyl)propanoate",QZDSXQJWBGMRLU-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"Sulfoacetate",AGGIJOLULBJGTQ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Phenylacetyl-CoA",ZIGIFDRJFZYEEQ-CECATXLMSA-N,1
Chemical Name,InChIKey,"3'-Phosphoadenylyl sulfate",GACDQMDRPRGCTN-KQYNXXCUSA-N,1
Chemical Name,InChIKey,"Succinic semialdehyde",UIUJIQZEACWQSV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"L-Histidinol",ZQISRDCJNBUVMM-YFKPBYRVSA-N,1
Chemical Name,InChIKey,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",FMGSKLZLMKYGDP-USOAJAOKSA-N,1
Chemical Name,InChIKey,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol",HDSGDGSLNMIMKU-KFSSTAEESA-N,1
Chemical Name,InChIKey,"Acetoacetyl-ACP",GFFGJBXGBJISGV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Guanine",UYTPUPDQBNUYGX-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Isocitrate",ODBLHEXUDAPZAU-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"D-Mannose 6-phosphate",NBSCHQHZLSJFNQ-QTVWNMPRSA-N,1
Chemical Name,InChIKey,"D-Ribose",SRBFZHDQGSBBOR-SOOFDHNKSA-N,0
Chemical Name,InChIKey,"Siroheme C42H36FeN4O16",DLKSSIHHLYNIKN-QIISWYHFSA-L,1
Chemical Name,InChIKey,"L-Ribulose",ZAQJHHRNXZUBTE-UCORVYFPSA-N,1
Chemical Name,InChIKey,"Sucrose 6-phosphate",WQQSIXKPRAUZJL-UGDNZRGBSA-N,1
Chemical Name,InChIKey,"Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)",MEAZTWJVOWHKJM-CIAPRIGGSA-N,1
Chemical Name,InChIKey,"Selenide",HMUBNCUQSSTAIB-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"E-3-carboxy-2-pentenedioate 6-methyl ester",BRYKYSQCLNCYQW-DUXPYHPUSA-L,1
Chemical Name,InChIKey,"Hexadecenoate (n-C16:1)",SECPZKHBENQXJG-FPLPWBNLSA-N,1
Chemical Name,InChIKey,"(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]",XLYOFNOQVPJJNP-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"Cob(I)alamin",FEZWOUWWJOYMLT-DSRCUDDDSA-M,0
Chemical Name,InChIKey,"Dimethyl sulfoxide",IAZDPXIOMUYVGZ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"3-(Imidazol-4-yl)-2-oxopropyl phosphate",YCFFMSOLUMRAMD-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",DCXYFEDJOCDNAF-REOHCLBHSA-N,1
Chemical Name,InChIKey,"5'-Deoxyadenosine",XGYIMTFOTBMPFP-KQYNXXCUSA-N,1
Chemical Name,InChIKey,"Phosphatidylserine (ditetradecanoyl, n-C14:0)",TZCPCKNHXULUIY-RGULYWFUSA-N,1
Chemical Name,InChIKey,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)",YBBLVLTVTVSKRW-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"L-Valine",KZSNJWFQEVHDMF-BYPYZUCNSA-N,1
Chemical Name,InChIKey,"KDO(2)-lipid (A)",XAOLJGCZESYRFT-VHSKNIDJSA-N,1
Chemical Name,InChIKey,"S-Formylglutathione",FHXAGOICBFGEBF-BQBZGAKWSA-N,1
Chemical Name,InChIKey,"L-Malate",BJEPYKJPYRNKOW-REOHCLBHSA-N,1
Chemical Name,InChIKey,"UDP-N-acetyl-D-mannosaminouronate",DZOGQXKQLXAPND-XHUKORKBSA-N,1
Chemical Name,InChIKey,"Phosphate",NBIIXXVUZAFLBC-UHFFFAOYSA-K,1
Chemical Name,InChIKey,"Trans-Tetradec-2-enoyl-[acyl-carrier protein]",YBBLVLTVTVSKRW-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"5-Methylthio-D-ribose",OLVVOVIFTBSBBH-KVTDHHQDSA-N,1
Chemical Name,InChIKey,"Acyl phosphatidylglycerol (n-C18:0)",WCMVNCVROQLVSH-JBQXKKLXSA-M,1
Chemical Name,InChIKey,"Acetoacetyl-CoA",OJFDKHTZOUZBOS-CITAKDKDSA-N,1
Chemical Name,InChIKey,"Adenosine-GDP-cobinamide",LVNZJTSOSZDVPZ-RRMAJTJESA-M,0
Chemical Name,InChIKey,"2-Hydroxy-3-oxopropanoate",QWBAFPFNGRFSFB-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"DATP C10H12N5O12P3",SUYVUBYJARFZHO-RRKCRQDMSA-N,1
Chemical Name,InChIKey,"DUDP C9H11N2O11P2",QHWZTVCCBMIIKE-SHYZEUOFSA-N,1
Chemical Name,InChIKey,"D-Glucuronate 1-phosphate",AIQDYKMWENWVQJ-AQKNRBDQSA-N,1
Chemical Name,InChIKey,"2-hydroxy-6-ketononatrienedioate",WCJYZUFKKTYNLB-ARITWGJRSA-N,1
Chemical Name,InChIKey,"1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)",BBYWOYAFBUOUFP-JOCHJYFZSA-N,1
Chemical Name,InChIKey,"5-Methylthio-5-deoxy-D-ribose 1-phosphate",JTFITTQBRJDSTL-WATOWXBHSA-N,1
Chemical Name,InChIKey,"Trans-octadec-2-enoyl-[acyl-carrier protein]",YBBLVLTVTVSKRW-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Trans-Dodec-2-enoyl-CoA",IRFYVBULXZMEDE-DEEZISNZSA-N,1
Chemical Name,InChIKey,"2-Dehydro-3-deoxy-D-galactonate",WPAMZTWLKIDIOP-NQXXGFSBSA-N,1
Chemical Name,InChIKey,"Heme O C49H56FeN4O5",JHJOOSLFWRRSGU-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2-hexadec-9-enoyl-sn-glycerol 3-phosphate",PEDCQBHIVMGVHV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"N-Methyltryptophan",CZCIKBSVHDNIDH-NSHDSACASA-N,1
Chemical Name,InChIKey,"Orotidine 5'-phosphate",KYOBSHFOBAOFBF-XVFCMESISA-N,1
Chemical Name,InChIKey,"Hypoxanthine",FDGQSTZJBFJUBT-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"(S)-3-Hydroxyoctanoyl-CoA",ATVGTMKWKDUCMS-OTOYJEMWSA-N,1
Chemical Name,InChIKey,"L-Arginine",ODKSFYDXXFIFQN-BYPYZUCNSA-N,1
Chemical Name,InChIKey,"DCMP C9H12N3O7P",NCMVOABPESMRCP-SHYZEUOFSA-N,1
Chemical Name,InChIKey,"Cytosine",OPTASPLRGRRNAP-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Sn-Glycero-3-phospho-1-inositol",BMVUIWJCUQSHLZ-YFZGBAIXSA-N,0
Chemical Name,InChIKey,"KDO(2)-lipid IV(A) with laurate",POULHZVOKOAJMA-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"Hexadecanoate (n-C16:0)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"O16 antigen undecaprenyl diphosphate",XLRHXNIVIZZOON-WFUPGROFSA-L,1
Chemical Name,InChIKey,"N(omega)-(L-Arginino)succinate",KDZOASGQNOPSCU-WDSKDSINSA-N,1
Chemical Name,InChIKey,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",DCXYFEDJOCDNAF-REOHCLBHSA-N,1
Chemical Name,InChIKey,"AMP C10H12N5O7P",GFFGJBXGBJISGV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2,3-diketo-5-methylthio-1-phosphopentane",HKEAOVFNWRDVAJ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"3-hydroxycinnamic acid",KKSDGJDHHZEWEP-SNAWJCMRSA-N,1
Chemical Name,InChIKey,"2',3'-Cyclic GMP",UASRYODFRYWBRC-UUOKFMHZSA-N,1
Chemical Name,InChIKey,"Phenethylamine",BHHGXPLMPWCGHP-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"CDP-1,2-dihexadec-9-enoylglycerol",LBKBJHVQQNUXGQ-BQUKFSKHSA-N,0
Chemical Name,InChIKey,"Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",TZCPCKNHXULUIY-RGULYWFUSA-N,1
Chemical Name,InChIKey,"D-Tagatose 6-phosphate",BGWGXPAPYGQALX-OEXCPVAWSA-N,1
Chemical Name,InChIKey,"D-Methionine",FFEARJCKVFRZRR-SCSAIBSYSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",DCXYFEDJOCDNAF-REOHCLBHSA-N,1
Chemical Name,InChIKey,"1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)",BVJSKAUUFXBDOB-LEWJYISDSA-M,1
Chemical Name,InChIKey,"D-Glucosamine 6-phosphate",XHMJOUIAFHJHBW-IVMDWMLBSA-N,1
Chemical Name,InChIKey,"2-Demethylmenaquinol 8",RCAWOWBPYYYZPZ-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"Phosphatidylserine (didodecanoyl, n-C12:0)",TZCPCKNHXULUIY-RGULYWFUSA-N,1
Chemical Name,InChIKey,"Hydroxypyruvate",HHDDCCUIIUWNGJ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"3,4-dihydroxy-2-butanone 4-phosphate",OKYHYXLCTGGOLM-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"KDO-lipid IV(A)",GPNCBCJEDRRCDW-ACUQGRCXSA-N,1
Chemical Name,InChIKey,"Arbutin 6-phosphate",FBHYCDOVYMVLEN-RMPHRYRLSA-N,1
Chemical Name,InChIKey,"Pantetheine 4'-phosphate",JDMUPRLRUUMCTL-VIFPVBQESA-N,1
Chemical Name,InChIKey,"Aminoacetone",BCDGQXUMWHRQCB-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Iminoaspartate",NMUOATVLLQEYHI-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",BPHQZTVXXXJVHI-AJQTZOPKSA-M,0
Chemical Name,InChIKey,"Prephenate",FPWMCUPFBRFMLH-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Sulfate",QAOWNCQODCNURD-UHFFFAOYSA-L,1
Chemical Name,InChIKey,"3-Oxohexadecanoyl-CoA",NQMPLXPCRJOSHL-BBECNAHFSA-N,1
Chemical Name,InChIKey,"(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]",NECRQCBKTGZNMH-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"D-Mannose",WQZGKKKJIJFFOK-QTVWNMPRSA-N,1
Chemical Name,InChIKey,"Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose",ROHFNLRQFUQHCH-YFKPBYRVSA-N,1
Chemical Name,InChIKey,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)",CKPBBEOJHAPPBT-HXUWFJFHSA-N,1
Chemical Name,InChIKey,"3-keto-L-gulonate-6-phosphate",BDUIIKXSXFDPEC-LWKDLAHASA-K,1
Chemical Name,InChIKey,"Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)",OBXHKDVMOWISFV-GWHWHECRSA-M,1
Chemical Name,InChIKey,"D-Glucarate",DSLZVSRJTYRBFB-LLEIAEIESA-N,1
Chemical Name,InChIKey,"5-Phospho-alpha-D-ribose 1-diphosphate",PQGCEDQWHSBAJP-TXICZTDVSA-N,1
Chemical Name,InChIKey,"(enterobacterial common antigen)x4 core oligosaccharide lipid A",OIRDTQYFTABQOQ-KQYNXXCUSA-N,1
Chemical Name,InChIKey,"L-Xylulose",ZAQJHHRNXZUBTE-WVZVXSGGSA-N,1
Chemical Name,InChIKey,"Cis-2-Methylaconitate",NUZLRKBHOBPTQV-ARJAWSKDSA-N,1
Chemical Name,InChIKey,"2',3'-Cyclic CMP",NMPZCCZXCOMSDQ-XVFCMESISA-N,1
Chemical Name,InChIKey,"Isethionic acid",SUMDYPCJJOFFON-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Nicotinate",PVNIIMVLHYAWGP-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Protoporphyrin",ZCFFYALKHPIRKJ-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"Hydroxymethylbilane",WDFJYRZCZIUBPR-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"CDP-1,2-dioctadec-11-enoylglycerol",KISJWPWNABZPGN-IGIWICMZSA-N,0
Chemical Name,InChIKey,"D-Galactarate",DSLZVSRJTYRBFB-DUHBMQHGSA-N,1
Chemical Name,InChIKey,"D-Glycerate 2-phosphate",GXIURPTVHJPJLF-UWTATZPHSA-N,1
Chemical Name,InChIKey,"Mercury  charged 2  Hg",YBBLVLTVTVSKRW-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"(R)-Propane-1,2-diol",DNIAPMSPPWPWGF-GSVOUGTGSA-N,1
Chemical Name,InChIKey,"Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]",NECRQCBKTGZNMH-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"Acyl phosphatidylglycerol (n-C12:0)",AJCVDIXUOBZCPE-ZESVVUHVSA-M,1
Chemical Name,InChIKey,"Alpha-D-Ribose 5-phosphate",KTVPXOYAKDPRHY-AIHAYLRMSA-N,1
Chemical Name,InChIKey,"D-Fructose 6-phosphate",BGWGXPAPYGQALX-VRPWFDPXSA-N,1
Chemical Name,InChIKey,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",IMWOXEZVYQDRDF-MCZXNMLPSA-N,1
Chemical Name,InChIKey,"ADP C10H12N5O10P2",OIRDTQYFTABQOQ-KQYNXXCUSA-N,1
Chemical Name,InChIKey,"Gamma-butyrobetaine",JHPNVNIEXXLNTR-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"D-Glyceraldehyde",MNQZXJOMYWMBOU-VKHMYHEASA-N,1
Chemical Name,InChIKey,"6-hydroxymethyl dihydropterin",CQQNNQTXUGLUEV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",PEDCQBHIVMGVHV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Choline C5H14NO",OEYIOHPDSNJKLS-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"D-Mannitol",FBPFZTCFMRRESA-KVTDHHQDSA-N,1
Chemical Name,InChIKey,"Methylglyoxal",AIJULSRZWUXGPQ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Beta-Alanine",UCMIRNVEIXFBKS-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"CTP C9H12N3O14P3",IERHLVCPSMICTF-XVFCMESISA-N,1
Chemical Name,InChIKey,"D-Galacturonate",AEMOLEFTQBMNLQ-YMDCURPLSA-N,1
Chemical Name,InChIKey,"Fructoselysine Phosphate",NBIIXXVUZAFLBC-UHFFFAOYSA-K,1
Chemical Name,InChIKey,"Butanoyl-CoA",CRFNGMNYKDXRTN-CITAKDKDSA-N,1
Chemical Name,InChIKey,"D-Glucosamine 1-phosphate",YMJBYRVFGYXULK-QZABAPFNSA-N,1
Chemical Name,InChIKey,"Glycerol 3-phosphate",AWUCVROLDVIAJX-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",DCXYFEDJOCDNAF-REOHCLBHSA-N,1
Chemical Name,InChIKey,"Hydrogen cyanide",LELOWRISYMNNSU-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2'-(5''-triphosphoribosyl)-3'-dephospho-CoA",NFWZJXFBUKDGOX-HWCXJHOSSA-N,0
Chemical Name,InChIKey,"P1,P5-Bis(5'-adenosyl) pentaphosphate",OIMACDRJUANHTJ-XPWFQUROSA-N,1
Chemical Name,InChIKey,"L-Aspartate 4-semialdehyde",HOSWPDPVFBCLSY-VKHMYHEASA-N,1
